ImageID,DiademScore,SourceImage,FilterType,SigMin,SigMax,SigStep,NeuronThreshold,PruningThreshold,SmoothingFactor,NumPointsPerBranch
OP_9,0.698,OP_9,frangi,2.0,5.0,0.5,0.05,0,0.8,22
OP_1,0.84,OP_1,frangi,2.0,5.0,0.5,0.05,4,0.8,22
OP_2,0.767,OP_2,frangi,2.0,5.0,0.5,0.05,4,0.8,22
OP_3,0.607,OP_3,frangi,2.0,5.0,0.5,0.05,4,0.8,22
OP_4,0.581,OP_4,frangi,2.0,5.0,0.5,0.05,4,0.8,22
OP_5,0.51,OP_5,frangi,2.0,5.0,0.5,0.05,4,0.8,22
OP_6,0.736,OP_6,frangi,2.0,5.0,0.5,0.05,4,0.8,22
OP_7,0.792,OP_7,frangi,2.0,5.0,0.5,0.05,4,0.8,22
OP_8,0.804,OP_8,frangi,2.0,5.0,0.5,0.05,4,0.8,22
OP_9,0.638,OP_9,frangi,2.0,5.0,0.5,0.05,4,0.8,22
OP_1,0.712,OP_1,frangi,2.0,5.0,0.5,0.05,12,0.8,22
OP_2,0.621,OP_2,frangi,2.0,5.0,0.5,0.05,12,0.8,22
OP_3,0.75,OP_3,frangi,2.0,5.0,0.5,0.05,12,0.8,22
OP_4,0.579,OP_4,frangi,2.0,5.0,0.5,0.05,12,0.8,22
OP_5,0.647,OP_5,frangi,2.0,5.0,0.5,0.05,12,0.8,22
OP_6,0.745,OP_6,frangi,2.0,5.0,0.5,0.05,12,0.8,22
OP_7,0.797,OP_7,frangi,2.0,5.0,0.5,0.05,12,0.8,22
OP_8,0.804,OP_8,frangi,2.0,5.0,0.5,0.05,12,0.8,22
OP_9,0.682,OP_9,frangi,2.0,5.0,0.5,0.05,12,0.8,22
OP_1,0.708,OP_1,frangi,2.0,5.0,0.5,0.05,16,0.8,22
OP_2,0.621,OP_2,frangi,2.0,5.0,0.5,0.05,16,0.8,22
OP_3,0.75,OP_3,frangi,2.0,5.0,0.5,0.05,16,0.8,22
OP_4,0.56,OP_4,frangi,2.0,5.0,0.5,0.05,16,0.8,22
OP_5,0.647,OP_5,frangi,2.0,5.0,0.5,0.05,16,0.8,22
OP_6,0.771,OP_6,frangi,2.0,5.0,0.5,0.05,16,0.8,22
OP_7,0.815,OP_7,frangi,2.0,5.0,0.5,0.05,16,0.8,22
OP_8,0.804,OP_8,frangi,2.0,5.0,0.5,0.05,16,0.8,22
OP_9,0.5,OP_9,frangi,2.0,5.0,0.5,0.05,16,0.8,22
OP_1,0.775,OP_1,frangi,1.0,5.0,1.0,0.05,0,0.8,22
OP_2,0.678,OP_2,frangi,1.0,5.0,1.0,0.05,0,0.8,22
OP_3,0.586,OP_3,frangi,1.0,5.0,1.0,0.05,0,0.8,22
OP_4,0.386,OP_4,frangi,1.0,5.0,1.0,0.05,0,0.8,22
OP_5,0.423,OP_5,frangi,1.0,5.0,1.0,0.05,0,0.8,22
OP_6,0.726,OP_6,frangi,1.0,5.0,1.0,0.05,0,0.8,22
OP_7,0.756,OP_7,frangi,1.0,5.0,1.0,0.05,0,0.8,22
OP_8,0.792,OP_8,frangi,1.0,5.0,1.0,0.05,0,0.8,22
OP_9,0.712,OP_9,frangi,1.0,5.0,1.0,0.05,0,0.8,22
OP_1,0.84,OP_1,frangi,1.0,5.0,1.0,0.05,4,0.8,22
OP_2,0.771,OP_2,frangi,1.0,5.0,1.0,0.05,4,0.8,22
OP_3,0.575,OP_3,frangi,1.0,5.0,1.0,0.05,4,0.8,22
OP_4,0.311,OP_4,frangi,1.0,5.0,1.0,0.05,4,0.8,22
OP_5,0.385,OP_5,frangi,1.0,5.0,1.0,0.05,4,0.8,22
OP_6,0.643,OP_6,frangi,1.0,5.0,1.0,0.05,4,0.8,22
OP_7,0.792,OP_7,frangi,1.0,5.0,1.0,0.05,4,0.8,22
OP_8,0.788,OP_8,frangi,1.0,5.0,1.0,0.05,4,0.8,22
OP_9,0.674,OP_9,frangi,1.0,5.0,1.0,0.05,4,0.8,22
OP_1,0.712,OP_1,frangi,1.0,5.0,1.0,0.05,12,0.8,22
OP_2,0.621,OP_2,frangi,1.0,5.0,1.0,0.05,12,0.8,22
OP_3,0.75,OP_3,frangi,1.0,5.0,1.0,0.05,12,0.8,22
OP_4,0.57,OP_4,frangi,1.0,5.0,1.0,0.05,12,0.8,22
OP_5,0.647,OP_5,frangi,1.0,5.0,1.0,0.05,12,0.8,22
OP_6,0.766,OP_6,frangi,1.0,5.0,1.0,0.05,12,0.8,22
OP_7,0.797,OP_7,frangi,1.0,5.0,1.0,0.05,12,0.8,22
OP_8,0.765,OP_8,frangi,1.0,5.0,1.0,0.05,12,0.8,22
OP_9,0.68,OP_9,frangi,1.0,5.0,1.0,0.05,12,0.8,22
OP_1,0.708,OP_1,frangi,1.0,5.0,1.0,0.05,16,0.8,22
OP_2,0.621,OP_2,frangi,1.0,5.0,1.0,0.05,16,0.8,22
OP_3,0.75,OP_3,frangi,1.0,5.0,1.0,0.05,16,0.8,22
OP_4,0.538,OP_4,frangi,1.0,5.0,1.0,0.05,16,0.8,22
OP_5,0.647,OP_5,frangi,1.0,5.0,1.0,0.05,16,0.8,22
OP_6,0.794,OP_6,frangi,1.0,5.0,1.0,0.05,16,0.8,22
OP_7,0.815,OP_7,frangi,1.0,5.0,1.0,0.05,16,0.8,22
OP_8,0.804,OP_8,frangi,1.0,5.0,1.0,0.05,16,0.8,22
OP_9,0.508,OP_9,frangi,1.0,5.0,1.0,0.05,16,0.8,22
